Acousticness,Album,Album Type,Artist,Danceability,Date,Energy,Explicit,Genre,Instrumentalness,Key,Label,Length,Liveness,Loudness,Speechiness,Tempo,Track,Track Number,Valence
0.765,In Tongues (Deluxe),album,Joji,0.287,2018-02-14,0.234,1.0,['lo-fi beats'],0.0636,4.0,88rising Music / EMPIRE,164430.0,0.123,-17.86,0.0672,74.454,I Don't Wanna Waste My Time,8.0,0.121
0.0397,Bruce Wayne,album,Fetty Wap,0.749,2018-06-07,0.564,1.0,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'trap music']",0.0,8.0,300 Entertainment/RGF Productions,145085.0,0.103,-2.891,0.112,158.869,Bruce Wayne,5.0,0.0495
0.159,Nervous System,album,Julia Michaels,0.768,2017-07-28,0.659,1.0,"['dance pop', 'pop', 'post-teen pop']",4.81e-05,4.0,J/Republic,178973.0,0.0763,-4.923,0.206,137.955,Uh Huh,2.0,0.569
0.428,Come Tomorrow,album,Dave Matthews Band,0.692,2018-06-08,0.76,0.0,"['jam band', 'neo mellow', 'pop rock']",0.000698,2.0,RCA Records Label,257079.0,0.0875,-7.47,0.0437,99.999,Do You Remember,12.0,0.728
0.0257,First Love,single,Lost Kings,0.619,2017-10-13,0.938,0.0,"['edm', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",1.39e-05,5.0,Disruptor Records/RCA Records,207427.0,0.128,-5.245,0.35,94.38,First Love,1.0,0.601
0.437,Buttons,single,Mac Miller,0.578,2018-05-29,0.714,1.0,"['hip hop', 'pop rap', 'rap']",0.0,7.0,Warner Bros.,228440.0,0.277,-4.853,0.19,75.064,Buttons,1.0,0.524
0.211,Loco Enamorado,single,Remmy Valenzuela,0.679,2017-07-28,0.643,0.0,"['banda', 'regional mexican', 'regional mexican pop']",0.0,8.0,UMLE - Fonovisa,209093.0,0.154,-4.999,0.03,155.98,Loco Enamorado,1.0,0.638
0.0927,Favorite Color Is Blue,single,Robert DeLong,0.589,2018-02-23,0.808,0.0,"['modern alternative rock', 'modern rock']",0.0,5.0,Glassnote Entertainment Group LLC,214629.0,0.141,-3.489,0.117,131.876,Favorite Color Is Blue,1.0,0.385
0.000397,Gone Now,album,Bleachers,0.63,2017-06-02,0.884,0.0,"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop']",1.37e-06,1.0,RCA Records Label,215546.0,0.206,-5.674,0.0406,110.07,Don't Take The Money,4.0,0.289
0.00695,Dopamine,album,BØRNS,0.582,2015-10-16,0.584,0.0,"['indie pop', 'indie poptimism', 'indie r&b', 'modern alternative rock', 'modern rock', 'pop']",0.000118,6.0,Universal Music Group,174693.0,0.0991,-5.496,0.039,139.987,"10,000 Emerald Pools",1.0,0.589
0.15,Revenge,album,XXXTENTACION,0.915,2017-05-16,0.692,1.0,[],0.00012,9.0,Bad Vibes Forever / EMPIRE,137173.0,0.0964,-7.544,0.0857,118.981,Looking for a Star,3.0,0.713
0.396,The Good Parts,album,Andy Grammer,0.589,2017-12-01,0.808,0.0,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",0.0,7.0,S-Curve Records,179061.0,0.0878,-3.596,0.0446,100.24,Smoke Clears,1.0,0.497
0.0598,Hexada,album,Ghostemane,0.831,2017-09-05,0.814,1.0,"['emo rap', 'underground hip hop']",0.0134,2.0,GHOSTEMANE,124538.0,0.0556,-7.364,0.42,156.985,Mercury: Retrograde,4.0,0.389
0.749,Lee Brice,album,Lee Brice,0.655,2017-11-03,0.56,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,9.0,Curb Records,198440.0,0.115,-6.857,0.0486,140.975,Rumor,8.0,0.599
0.158,If You Let Me,single,Sinead Harnett,0.407,2016-07-28,0.403,0.0,"['gauze pop', 'indie r&b', 'r&b']",5.98e-06,5.0,Rinse,232878.0,0.553,-8.396,0.113,90.907,If You Let Me,1.0,0.329
0.222,Dear Evan Hansen (Original Broadway Cast Recording),compilation,Ben Platt,0.371,2017-02-03,0.457,0.0,['hollywood'],0.0,5.0,Atlantic Records,301013.0,0.0882,-7.674,0.0407,96.269,For Forever,3.0,0.166
0.0293,SweetSexySavage (Deluxe),album,Kehlani,0.556,2017-01-27,0.723,1.0,"['dance pop', 'indie r&b', 'pop', 'post-teen pop', 'r&b']",0.0,0.0,TSNMI / Atlantic,219596.0,0.13,-5.338,0.149,110.628,In My Feelings,15.0,0.555
0.0324,Quality Control: Control The Streets Volume 1,album,Quality Control,0.902,2017-12-08,0.712,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'vapor trap']",0.0,11.0,"Quality Control Music, LLC",194025.0,0.171,-3.466,0.195,93.995,We The Ones,7.0,0.108
0.0399,SQUARE TWO,single,BLACKPINK,0.707,2016-11-01,0.758,0.0,['k-pop'],0.0,4.0,YG Entertainment,197355.0,0.141,-4.511,0.0917,97.037,PLAYING WITH FIRE,1.0,0.674
0.606,Lost & Found,album,Jorja Smith,0.485,2018-06-08,0.458,0.0,"['indie r&b', 'pop', 'r&b']",0.00045,1.0,FAMM,275618.0,0.12,-8.676,0.0525,78.558,Wandering Romance,7.0,0.102
0.411,Glow Like Dat,single,Rich Brian,0.787,2017-08-15,0.586,1.0,"['indonesian hip hop', 'underground hip hop']",0.000311,10.0,88rising / EMPIRE,210861.0,0.118,-9.64,0.0695,140.036,Glow Like Dat,1.0,0.581
0.287,Show Me Love (Remixes 2),single,Sam Feldt,0.596,2015-07-24,0.666,0.0,"['deep tropical house', 'edm', 'house', 'pop', 'tropical house']",0.000454,0.0,Polydor,180336.0,0.0733,-5.825,0.0943,117.057,Show Me Love - EDX Remix / Radio Edit,3.0,0.708
0.0809,NAV,album,NAV,0.55,2017-02-24,0.448,1.0,"['canadian hip hop', 'pop', 'rap', 'trap music']",0.0,10.0,XO Records,215293.0,0.164,-7.298,0.108,181.502,Lonely,5.0,0.179
0.121,Heart Break Kodak (HBK),album,Kodak Black,0.697,2018-02-14,0.593,1.0,"['pop', 'rap', 'southern hip hop', 'trap music']",0.0,0.0,Atlantic Records,215166.0,0.0835,-5.927,0.0914,140.017,Fuck With You (feat. Tory Lanez),8.0,0.243
0.582,En Donde Esta Tu Amor,single,Virlan Garcia,0.501,2018-02-09,0.4,0.0,"['regional mexican', 'regional mexican pop']",0.0,0.0,"ShowBusiness, Inc.",217429.0,0.0692,-4.76,0.0352,73.054,En Donde Esta Tu Amor,1.0,0.556
0.021,Culture II,album,Migos,0.72,2018-01-26,0.51,1.0,"['pop', 'rap', 'trap music']",0.0,2.0,"Quality Control Music, LLC",312741.0,0.0992,-8.16,0.12,138.021,Too Playa,21.0,0.0717
0.23,Real G4 Life Vol. 3,album,Nengo Flow,0.675,2017-02-10,0.681,1.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']",0.0,5.0,Real G 4 Life,234271.0,0.132,-4.495,0.151,141.87,Hoy (feat. Bad Bunny),10.0,0.553
0.0192,One Kiss (with Dua Lipa) [Jauz Remix],single,Calvin Harris,0.741,2018-05-18,0.784,0.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']",4.12e-05,0.0,Columbia,252845.0,0.852,-5.379,0.0699,123.998,One Kiss (with Dua Lipa) - Jauz Remix,1.0,0.551
0.0207,Hola (feat. Maluma),single,Flo Rida,0.757,2017-11-17,0.711,0.0,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",3.04e-05,8.0,Poe Boy/Atlantic,192376.0,0.11,-5.693,0.0769,113.026,Hola (feat. Maluma),1.0,0.649
0.837,Will He,single,Joji,0.618,2017-10-17,0.217,1.0,['lo-fi beats'],0.000163,10.0,88rising Music / EMPIRE,202102.0,0.538,-15.372,0.0515,116.013,Will He,1.0,0.0872
0.807,Edition,single,Rex Orange County,0.86,2017-09-12,0.332,1.0,['indie r&b'],0.0,1.0,Rex Orange County,115000.0,0.106,-10.263,0.22,140.949,Edition,1.0,0.26
0.0429,Can't Hide feat. Ashe,single,Whethan,0.61,2016-08-12,0.69,0.0,"['edm', 'electronic trap', 'indie poptimism', 'pop', 'tropical house']",6.76e-05,2.0,Whethan,184000.0,0.166,-2.656,0.091,179.944,Can't Hide,1.0,0.318
0.131,Come Tomorrow,album,Dave Matthews Band,0.578,2018-06-08,0.895,0.0,"['jam band', 'neo mellow', 'pop rock']",1.5e-05,5.0,RCA Records Label,265493.0,0.155,-4.516,0.0578,167.996,Again And Again,8.0,0.75
0.626,A/B,album,Kaleo,0.466,2016-06-10,0.496,0.0,['modern alternative rock'],6.22e-06,1.0,Elektra (NEK),269893.0,0.117,-6.606,0.0302,74.747,All The Pretty Girls,6.0,0.352
0.000208,GUD VIBRATIONS,single,NGHTMRE,0.514,2016-10-26,0.924,0.0,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'moombahton', 'vapor twitch']",0.805,8.0,Mad Decent,224210.0,0.0684,-5.417,0.052,151.994,GUD VIBRATIONS,1.0,0.0675
0.118,Be Like You (feat. Broods),single,Whethan,0.677,2018-03-15,0.492,0.0,"['edm', 'electronic trap', 'indie poptimism', 'pop', 'tropical house']",2.52e-05,1.0,Big Beat Records,161431.0,0.0844,-4.764,0.0597,83.962,Be Like You (feat. Broods),1.0,0.166
0.591,The Thrill Of It All (Special Edition),album,Sam Smith,0.504,2017-11-03,0.308,0.0,['pop'],1.61e-06,10.0,Safehouse Records / Island Records,226731.0,0.137,-8.605,0.0477,126.956,Nothing Left For You,11.0,0.205
0.289,Amigos y Enemigos (Remix),single,Trap Capos,0.752,2017-02-06,0.748,1.0,"['reggaeton', 'reggaeton flow', 'trap latino']",0.0,6.0,Sony Music Latin,295304.0,0.105,-3.755,0.0895,115.01,Amigos y Enemigos - Remix,1.0,0.497
0.4,COSMIC,album,Bazzi,0.793,2018-04-12,0.77,1.0,"['pop', 'post-teen pop']",0.0,5.0,iamcosmic,140389.0,0.219,-4.403,0.0551,149.982,Mirror,8.0,0.56
0.535,High Tide In The Snake's Nest,album,$uicideBoy$,0.847,2015-06-15,0.458,1.0,['underground hip hop'],0.00016,3.0,"G59 Records, LLC",145635.0,0.0637,-10.578,0.296,132.038,Mount Sinai,4.0,0.359
0.316,Too Fast,single,Sonder,0.395,2016-10-25,0.33,0.0,"['indie r&b', 'trap soul']",1.89e-05,4.0,Sonder,308005.0,0.268,-10.924,0.0408,98.813,Too Fast,1.0,0.102
0.063,Nuh Ready Nuh Ready,single,Calvin Harris,0.754,2018-02-08,0.779,1.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']",2.81e-05,1.0,Columbia,184172.0,0.0758,-3.288,0.0387,116.003,Nuh Ready Nuh Ready,1.0,0.41
0.549,Whippin (feat. Felix Snow),single,Kiiara,0.87,2017-04-12,0.502,1.0,"['indie poptimism', 'pop', 'post-teen pop']",0.00356,5.0,Atlantic Records,160596.0,0.0916,-7.497,0.0549,82.53,Whippin (feat. Felix Snow),1.0,0.673
0.131,I'll Find You,single,Lecrae,0.745,2017-06-09,0.682,0.0,"['ccm', 'christian alternative rock', 'christian hip hop', 'christian music', 'christian rock', 'worship']",0.0,5.0,Reach Records/Columbia,218213.0,0.119,-5.85,0.0964,135.065,I'll Find You,1.0,0.198
0.038,Samurai Cop (Oh Joy Begin),single,Dave Matthews Band,0.565,2018-05-10,0.634,0.0,"['jam band', 'neo mellow', 'pop rock']",0.0,11.0,RCA Records Label,262240.0,0.211,-4.998,0.0277,128.001,Samurai Cop (Oh Joy Begin),1.0,0.339
0.0281,All Your Fault: Pt. 2,single,Bebe Rexha,0.61,2017-08-11,0.731,0.0,"['dance pop', 'edm', 'pop', 'post-teen pop']",0.0,8.0,Warner Bros.,181674.0,0.272,-5.187,0.116,97.935,(Not) The One,4.0,0.724
0.278,Nathaniel Rateliff & The Night Sweats,album,Nathaniel Rateliff & The Night Sweats,0.694,2015-08-21,0.595,0.0,['funk'],0.00301,1.0,Stax,247612.0,0.454,-6.496,0.0405,109.948,S.O.B.,5.0,0.136
0.251,It's Not That Deep,single,Olivia O'Brien,0.817,2017-11-17,0.36,1.0,"['dance pop', 'pop', 'post-teen pop']",0.0,8.0,Island Records,180693.0,0.195,-6.45,0.0433,105.017,Fuck Feelings,2.0,0.514
0.937,La Última Vez,single,Anuel Aa,0.781,2017-05-05,0.46,1.0,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",5.71e-06,4.0,2017 Real Hasta La Muerte,306804.0,0.0811,-7.739,0.0725,96.973,La Última Vez,1.0,0.45
0.56,Girls,single,Lil Peep,0.644,2017-06-08,0.697,1.0,"['emo rap', 'underground hip hop']",0.0,0.0,Lil Peep,240440.0,0.111,-6.069,0.0542,120.044,Girls,1.0,0.244
0.669,"Figures, a Reprise",single,Jessie Reyez,0.505,2018-03-26,0.408,1.0,[],0.0,7.0,Jessie Reyez Profit Split,192826.0,0.0983,-5.572,0.168,171.66,"Figures, a Reprise",1.0,0.192
0.373,GTTM: Goin Thru the Motions,album,PnB Rock,0.86,2017-01-13,0.725,1.0,"['pop', 'rap', 'trap music']",0.0,9.0,EMPIRE / Atlantic Recording Corporation,226146.0,0.104,-5.664,0.107,132.036,There She Go,2.0,0.627
0.00212,AMERICA,album,Thirty Seconds To Mars,0.295,2018-04-06,0.715,0.0,"['modern rock', 'post-grunge']",1.55e-06,2.0,UMGRI Interscope,199773.0,0.242,-6.533,0.0709,86.937,Dangerous Night,2.0,0.242
0.364,Think Before I Talk,single,Astrid S,0.773,2017-08-25,0.595,0.0,"['dance pop', 'edm', 'norwegian pop', 'pop', 'post-teen pop', 'tropical house', 'viral pop']",0.0,5.0,Universal Music,184908.0,0.154,-5.689,0.154,122.043,Think Before I Talk,1.0,0.53
0.0212,Déjate Llevar,single,Juan Magán,0.687,2017-11-28,0.718,0.0,"['electro latino', 'latin', 'latin pop', 'pop', 'reggaeton', 'tropical']",0.0,7.0,Universal Music,233071.0,0.685,-5.583,0.0721,92.059,Déjate Llevar,1.0,0.533
0.0639,Light of Mine,album,KYLE,0.847,2018-05-18,0.699,0.0,"['hip hop', 'pop', 'pop rap', 'rap']",0.0,5.0,independently popular.,189693.0,0.321,-5.595,0.19,113.959,iMissMe (feat. Khalid),10.0,0.845
0.364,If I Know Me,album,Morgan Wallen,0.615,2018-04-27,0.68,0.0,"['contemporary country', 'country road', 'deep talent show']",1.75e-06,6.0,Big Loud Records,234346.0,0.115,-4.582,0.0286,149.992,Whiskey Glasses,4.0,0.702
0.05,The Human Condition,album,Jon Bellion,0.459,2016-06-10,0.63,1.0,"['pop', 'pop rap']",0.0,8.0,Capitol Records (CAP),219583.0,0.0695,-5.415,0.133,91.731,Woke The F*ck Up,7.0,0.608
0.125,HARD CUTS: Songs from the H A R D L O V E Sessions,single,NEEDTOBREATHE,0.534,2017-08-11,0.784,0.0,"['acoustic pop', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'indiecoustica', 'neo mellow', 'pop rock', 'worship']",8.92e-06,0.0,Atlantic Records,246933.0,0.0753,-6.542,0.0476,118.011,WALKING ON WATER,4.0,0.251
0.00476,Gelato,album,Young Dolph,0.784,2017-02-03,0.457,1.0,"['deep trap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,Paper Route Empire,310398.0,0.25,-7.615,0.314,75.961,Play Wit Yo' Bitch,11.0,0.281
0.206,Blue Neighbourhood (Deluxe),album,Troye Sivan,0.472,2015-12-04,0.684,1.0,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",0.0,10.0,UMG-EMI,220402.0,0.156,-5.554,0.0507,89.015,FOOLS,3.0,0.374
0.0556,SUNMI SPECIAL EDITION [Gashina],single,SUNMI,0.722,2017-08-22,0.833,0.0,['k-pop'],0.0,6.0,"MAKEUS ENTERTAINMENT, The Black Label",180000.0,0.195,-3.915,0.094,93.941,Gashina,1.0,0.53
0.626,About You (feat. blackbear),single,Mike Shinoda,0.649,2018-04-26,0.564,1.0,[],1.41e-05,0.0,Warner Bros.,206182.0,0.142,-6.85,0.101,135.738,About You (feat. blackbear),1.0,0.555
0.248,GALLERY,album,A R I Z O N A,0.652,2017-05-19,0.784,0.0,"['deep tropical house', 'edm', 'indie poptimism', 'pop', 'tropical house']",4.24e-05,0.0,Atlantic Records,198493.0,0.0851,-4.102,0.0398,100.995,Electric Touch,7.0,0.445
0.167,digital druglord,album,Blackbear,0.825,2017-04-21,0.496,1.0,['pop'],0.0,4.0,Beartrap/Alamo/Interscope Records,208235.0,0.081,-7.225,0.0529,102.049,make daddy proud,10.0,0.767
0.0391,SweetSexySavage (Deluxe),album,Kehlani,0.562,2017-01-27,0.688,1.0,"['dance pop', 'indie r&b', 'pop', 'post-teen pop', 'r&b']",0.0,4.0,TSNMI / Atlantic,201720.0,0.235,-5.353,0.0794,79.979,Escape,12.0,0.707
0.032,Glory Days: The Platinum Edition,album,Little Mix,0.607,2017-11-24,0.718,0.0,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'r&b', 'talent show']",0.0,4.0,Syco Music,213306.0,0.403,-4.095,0.0978,101.821,Touch,17.0,0.551
0.909,Voicenotes,album,Charlie Puth,0.362,2018-05-11,0.268,0.0,"['pop', 'post-teen pop', 'viral pop']",0.0,6.0,Artist Partner,243160.0,0.15,-7.757,0.0399,81.912,If You Leave Me Now (feat. Boyz II Men),7.0,0.394
0.488,Normal,single,Sasha Sloan,0.757,2018-02-02,0.387,0.0,"['indie poptimism', 'pop']",1.47e-05,5.0,Good Times Recording,192907.0,0.0966,-10.094,0.0649,120.101,Normal,1.0,0.331
0.142,Expectations,album,Hayley Kiyoko,0.537,2018-03-30,0.81,0.0,"['dance pop', 'indie poptimism', 'pop', 'post-teen pop']",1.4e-05,1.0,Atlantic Records,233893.0,0.12,-7.222,0.0698,152.996,Sleepover,4.0,0.547
0.8,Passion & Confusion,single,Timmies,0.671,2017-09-21,0.277,0.0,"['emo rap', 'lo-fi beats']",0.000325,6.0,Unclaimed records,123891.0,0.0657,-11.185,0.0549,124.008,Tell Me Why I'm Waiting,3.0,0.173
0.199,Landmark,album,Hippo Campus,0.623,2017-02-24,0.763,0.0,"['indie pop', 'indie poptimism', 'indie psych-rock', 'indietronica', 'modern alternative rock', 'modern rock']",6.52e-06,9.0,Grand Jury (RED),226610.0,0.126,-4.412,0.0719,108.871,Buttercup,13.0,0.199
0.536,Ego Death,album,The Internet,0.568,2015-06-26,0.42,1.0,"['escape room', 'hip hop', 'indie r&b', 'neo soul', 'r&b']",0.124,7.0,Odd Future,415613.0,0.101,-11.169,0.276,79.89,Girl,7.0,0.453
0.272,Luv Is Rage 2 (Deluxe),album,Lil Uzi Vert,0.822,2017-11-17,0.437,1.0,"['pop', 'rap', 'trap music']",0.0,10.0,Generation Now/Atlantic,219106.0,0.0688,-7.815,0.41,142.619,Loaded,18.0,0.314
0.188,Issa Album,album,21 Savage,0.916,2017-09-23,0.537,1.0,"['pop', 'rap', 'trap music']",0.00286,6.0,"Slaughter Gang, LLC/Epic Records",313986.0,0.115,-9.79,0.245,123.02,Whole Lot,5.0,0.223
0.179,Bruce Wayne,album,Fetty Wap,0.745,2018-06-07,0.672,1.0,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'trap music']",0.0,0.0,300 Entertainment/RGF Productions,177935.0,0.177,-6.178,0.23,143.076,So Different,2.0,0.72
0.741,Falling for U,single,Peachy!,0.516,2017-08-14,0.358,0.0,['lo-fi beats'],1.34e-06,8.0,Peachy!,124000.0,0.0813,-12.018,0.424,79.509,Falling for U,1.0,0.397
0.244,Apricot Princess,album,Rex Orange County,0.399,2017-04-26,0.468,1.0,['indie r&b'],0.000168,2.0,Rex Orange County,238480.0,0.103,-8.646,0.0336,111.884,Apricot Princess,1.0,0.249
0.983,Musicbox,single,Amy Yeager,0.681,2016-12-18,0.0808,0.0,[],0.957,7.0,Amy Yeager,148098.0,0.115,-18.979,0.0653,79.998,Musicbox,1.0,0.51
0.0393,READY,single,Ella Mai,0.485,2017-02-22,0.593,1.0,"['dance pop', 'deep pop r&b', 'indie r&b', 'pop', 'r&b', 'urban contemporary']",0.0,5.0,10 Summers Records/Interscope Records,235672.0,0.099,-7.31,0.0586,107.656,Anymore,6.0,0.143
0.0649,2 Federal,album,Moneybagg Yo,0.832,2016-11-04,0.625,1.0,"['rap', 'southern hip hop', 'trap music']",0.0,8.0,Nless Entertainment,204541.0,0.105,-5.999,0.281,130.038,Doin 2 Much,5.0,0.574
0.0113,3001: A Laced Odyssey,album,Flatbush Zombies,0.628,2016-03-11,0.618,1.0,"['hip hop', 'rap', 'trap music', 'underground hip hop']",0.0,5.0,Glorious Dead Recordings,241520.0,0.109,-8.4,0.313,110.007,Bounce,2.0,0.362
0.282,Come Tomorrow,album,Dave Matthews Band,0.543,2018-06-08,0.833,0.0,"['jam band', 'neo mellow', 'pop rock']",0.000652,9.0,RCA Records Label,286053.0,0.125,-6.721,0.0439,180.088,Come Tomorrow,13.0,0.569
0.000104,The Neighbourhood,album,The Neighbourhood,0.597,2018-03-09,0.625,0.0,['modern alternative rock'],0.0508,1.0,Columbia,224026.0,0.149,-5.94,0.0308,112.026,Scary Love,2.0,0.146
0.0319,Cherry Bomb,album,"Tyler, The Creator",0.233,2015-04-13,0.705,1.0,"['hip hop', 'indie r&b', 'rap']",6.52e-05,5.0,Odd Future,401572.0,0.185,-6.928,0.0928,74.102,FUCKING YOUNG / PERFECT,10.0,0.352
0.104,#SantanaWorld (+),album,Tay-K,0.744,2017-12-14,0.385,1.0,"['rap', 'trap music', 'underground hip hop', 'vapor trap']",2.43e-05,6.0,88 Classic,132000.0,0.124,-8.129,0.602,160.033,Lemonade,4.0,0.228
0.444,No Scrubs,single,William Singe,0.691,2015-12-08,0.388,0.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",0.0,5.0,Over Media,127692.0,0.108,-8.893,0.126,156.028,No Scrubs,1.0,0.469
0.0441,Dirty Computer,album,Janelle Monáe,0.73,2018-04-27,0.681,1.0,"['indie r&b', 'neo soul', 'pop']",0.000245,8.0,Bad Boy Records,302491.0,0.27,-7.582,0.0405,106.017,Screwed (feat. Zoë Kravitz),5.0,0.446
0.697,Mabelle - EP,single,Seth Ennis,0.588,2017-08-11,0.536,0.0,"['contemporary country', 'modern country rock']",0.0,2.0,Arista Nashville,172960.0,0.196,-8.83,0.0604,78.061,Woke Up in Nashville,4.0,0.354
0.000921,Silver Lining,single,Mt. Joy,0.486,2017-11-02,0.638,0.0,"['deep new americana', 'indie pop', 'modern alternative rock', 'new americana', 'stomp and holler']",0.0,0.0,"Dualtone Music Group, Inc.",199827.0,0.078,-6.231,0.0323,144.458,Silver Lining,1.0,0.178
0.0156,No Place,single,RÜFÜS DU SOL,0.609,2018-05-24,0.852,0.0,"['alternative dance', 'aussietronica', 'deep australian indie', 'tropical house']",0.184,4.0,Reprise,238008.0,0.187,-6.909,0.0316,120.001,No Place,1.0,0.205
0.0129,No Limit REMIX,single,G-Eazy,0.84,2017-12-13,0.736,1.0,"['indie pop rap', 'pop', 'rap']",0.0,1.0,BPG/RVG/RCA Records,278105.0,0.0849,-3.757,0.289,176.051,No Limit REMIX,1.0,0.415
0.234,For You - EP,single,Sasha Sloan,0.516,2017-09-29,0.539,0.0,"['indie poptimism', 'pop']",9.22e-05,11.0,Duke City,263707.0,0.114,-6.453,0.0896,123.936,I’ll Be There,1.0,0.311
0.402,STAY HOME TAPES (= --__-- =),single,Snakehips,0.826,2018-04-05,0.634,1.0,"['dance pop', 'edm', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",0.0,0.0,Hoffman West/Columbia,190594.0,0.293,-4.0,0.122,147.996,For the F^_^k Of It,2.0,0.778
0.167,Ay Mi Dios,single,IAmChino,0.761,2016-02-22,0.829,0.0,[],0.0,0.0,Mr.305 Records,252003.0,0.189,-3.203,0.0681,92.033,Ay Mi Dios,1.0,0.813
0.0992,Let Me Hold You (Turn Me On),single,Cheat Codes,0.681,2016-04-13,0.774,0.0,"['dance pop', 'edm', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house']",0.0,1.0,Spinnin' Records,162425.0,0.35,-3.167,0.0787,102.924,Let Me Hold You (Turn Me On),1.0,0.267
0.0681,Traveller,album,Chris Stapleton,0.454,2015-05-04,0.731,0.0,['contemporary country'],0.00817,5.0,Mercury Nashville,222413.0,0.127,-7.035,0.0302,176.662,Traveller,1.0,0.779
0.129,Walking Trophy,single,HoodCelebrityy,0.691,2018-03-23,0.604,1.0,[],0.00494,0.0,Epic Records/KSR,215112.0,0.108,-6.358,0.341,125.55,Walking Trophy,1.0,0.44
0.647,Dear Evan Hansen (Original Broadway Cast Recording),compilation,Ben Platt,0.584,2017-02-03,0.312,0.0,['hollywood'],0.0,4.0,Atlantic Records,248653.0,0.152,-8.249,0.0405,96.026,If I Could Tell Her,6.0,0.455
0.294,Frio,single,Mike Stud,0.738,2017-04-07,0.541,1.0,"['deep underground hip hop', 'indie pop rap', 'pop', 'pop rap', 'rap']",2.15e-05,11.0,Electric Feel,178886.0,0.126,-4.991,0.214,90.082,Frio,1.0,0.396
0.434,OT,single,JOHN.k,0.734,2017-09-06,0.443,0.0,[],8.11e-05,5.0,Keyzar Entertainment LLC,191885.0,0.107,-6.466,0.0788,79.485,OT,1.0,0.617
0.00275,You Should Be Here,album,Cole Swindell,0.336,2016-05-06,0.758,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,5.0,Warner Bros.,201866.0,0.189,-4.187,0.0451,77.807,Stay Downtown,7.0,0.236
5.04e-06,Bouza,single,Sin Bride,0.785,2018-05-10,0.439,0.0,[],0.868,1.0,Sin Bride,144000.0,0.104,-15.064,0.146,120.019,Fibro,2.0,0.661
0.273,digital druglord,album,Blackbear,0.535,2017-04-21,0.524,1.0,['pop'],0.0,0.0,Beartrap/Alamo/Interscope Records,184500.0,0.08,-6.225,0.192,80.538,if i could i would feel nothing,8.0,0.891
0.0339,Best Day Ever (5th Anniversary Remastered Edition),album,Mac Miller,0.676,2016-01-01,0.935,1.0,"['hip hop', 'pop rap', 'rap']",0.0,1.0,"Rostrum Records, LLC",164522.0,0.359,-4.97,0.176,162.996,Donald Trump,3.0,0.809
0.23,Where The Love Goes (feat. Oskar Flood),single,Anjulie,0.736,2017-06-23,0.678,0.0,['canadian pop'],1.91e-06,0.0,Spinnin' Records,184206.0,0.237,-5.315,0.138,157.978,Where The Love Goes (feat. Oskar Flood),1.0,0.529
0.676,Hamilton (Original Broadway Cast Recording),compilation,Anthony Ramos,0.724,2015-09-25,0.305,1.0,[],0.0,5.0,Atlantic Records,115879.0,0.128,-12.763,0.258,81.874,The Story of Tonight - Reprise,12.0,0.595
0.00264,Hydrograd,album,Stone Sour,0.481,2017-06-30,0.945,0.0,"['alternative metal', 'groove metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",0.0,1.0,Roadrunner Records,256533.0,0.135,-5.468,0.0813,157.059,Song #3,5.0,0.427
0.0579,Molly,single,Lil Pump,0.917,2017-07-07,0.624,1.0,['rap'],0.0,4.0,Warner Bros.,122996.0,0.0714,-6.728,0.147,124.984,Molly,1.0,0.343
0.166,Forever,single,Ar'mon & Trey,0.819,2018-05-11,0.585,0.0,['deep pop r&b'],0.0,4.0,Yellow Ink/Warner Bros.,193650.0,0.111,-5.816,0.16,119.048,Forever,1.0,0.456
0.021,Landmark,album,Hippo Campus,0.542,2017-02-24,0.906,0.0,"['indie pop', 'indie poptimism', 'indie psych-rock', 'indietronica', 'modern alternative rock', 'modern rock']",0.00043,9.0,Grand Jury (RED),245456.0,0.377,-4.213,0.0491,120.014,Way It Goes,2.0,0.515
